review_id,text,sentiment
73,"I read comments about this being the best Chinese movie ever. Perhaps if the only Chinese movies you've seen contained no dialogue, long drawn-out far-away stares and silences, and hack editing, then you're spot on.<br /><br />Complicated story-line? Hardly. Try juvenile and amateurish. Exquisite moods and haunting memories? Hardly. Try flat-out boring and trite.<br /><br />This was awful. I could not wait for it to be over. Particularly when the best lines in the movie consist of ""How are you? I'm fine. Are you sure? Yes."" Wow! What depth of character. I guess the incessant cigarette smoking was supposed to speak for them.<br /><br />As a huge fan of many Chinese, Japanese and Korean films, I was totally disappointed in this. Even Zhang's sentimentally sappy ""The Road Home"" was better than this.",neg
74,"If you find the first 30 minutes of this film to be so slow that you wonder why you're watching it, don't give up. Also, hearing the Danish language is a bit new to most North Americans, who don't see and hear a lot of Danish films. Anyway, as the film progressed it got better and better and the viewer is rewarded for his/her patience.<br /><br />Being a fan of the movie, ""Out Of Africa,"" this film piqued my interest because it's based on a short novel by Isak Dinesen (Karen Blixen), the major character in that film.<br /><br />The meal - Babette's feast - was amazing. I'm no chef, but I was impressed! How one interprets the story, too, varies, I suppose depending on how much you read into this, and where you stand religion-wise. If the latter, how you look at the definition of ""legalism"" can affect how you interpret this story.<br /><br />In any case, it's a fine film, but don't watch this if you're dieting.",pos
75,"Look as being Anglo-Irish I assure you this reviewer is anything but Bias. But I assure you this is very much an Irish Film - and not English as the last comment seems to have suggested. This film was written by Neil Jorden and Conor McPherson and directed by Conor McPherson too - both Irish. The Cast is almost entirely Irish - it was shot in Ireland with an Irish crew. Even Michael Gambon was born in Ireland - I remember him joking about it in an interview about this film.<br /><br />Michael Cane was evidently brought in to boost Box office takings abroad.<br /><br />Loved the film, I just wanted to correct a totally uninformed comment!<br /><br />Now on with the review - I loved Dylan Moran, have always been a fan of his, himself and Michael Cane formed a surprisingly good double act. It was great to see Morans range as an actor as he plays several different made up characters during the film. I would recommend this film to anyone with an interest in comedy - as it represents a fresh, quirky and inventive turn in Irish feature length chuckle films. I laughed a lot. what more could you ask for?",pos
76,"It's here. finally a movie comes out that I can honestly say is worse than Larry the cable guy: health inspector. Yet I'm willing to bet the the wayan's brothers(hilarious) will make more money than I ever make in my whole life on what is sure to be one of the top five worst films of all time, outside of my fifth grade outside the class re-enactment of romeo and Juliet. I mean really WHY would anyone ever ever see this movie unless they were paid to. The comedy is weak and all even remotely funny jokes from the flimsy plot were surely revealed in commercials. Final word is this movie was a terrible letdown for me. And the commercials looked so promising...",neg
77,"This is my first comment on IMDb website, and the reason I'm writing it is that we're talking about ONE OF THE BEST FILMS EVER! 'Ne goryuy!' will make you laugh and cry at the same time, you will fall in love (if you're not a fan yet!) with Georgian choir singing tradition, and possibly you will accept the hardships of your own existence and just feel good after watching it:) What I like a lot about this film is that actors in the non-leading roles create vivid and memorable characters and are just as interesting and important as the central character. The film is starring Vahtang Kikabidze (who is great), but you will remember every single face around him in the film. You will find yourself quoting their lines, that have become household names for so many Russian-speaking people. A film to live with. Simple, yet deep, you will want to watch it again and again.",pos
78,"After a day at work, I sat down to relax and turned on the movie channels. The movie came up on the guide and sounded interesting so I tuned in just before it started. The first 30 minutes were enough to make me interested, but the lack of acting ability in Jamie Foxx and the slow plot movement made me want to get up and find food during the movie. If there is any credit to be given for acting in this movie it should go to David Morse who at least tries to make the movie interesting. All in all, don't plan on impressing your friends by picking this one as a renter for a movie night.",neg
79,"How often do you see a film of any kind that has a talent show with refreshments? Waldo's Last Stand is a refreshment. Here Waldo is selling lemonade but isn't making any money. Alfalfa, Spanky, Darla, Mickey, and Buckwheat come to visit him which is ironic because in both 3 Men In A Tub and Came The Brawn where there was competition between Alfalfa and Waldo for Darla's affection. Back to the story: The Gang taste the lemonade to see if Waldo made it right. One funny moment is when Alfalfa gets a glass cup for lemonade and Waldo fills is and gives it to Darla and Alfalfa has an angry expression on his face. Spanky proposes a floor show to go with the lemonade and even Mickey agrees ever so cute. When the floor show begins there is no one at the barn but then a customer comes in (Froggy). Spanky asks him if he wants lemonade but all he does is nod no. Spanky asks him numbers of time in the short and every time Froggy nods no Spanky displays many expressions on his face which is funny. Spanky tries many ways to make him thirsty. One way is when after Mickey said ever so cutely ""Those crackers are salty and they made me thirsty"". There is also many entertain musical bit is this short. The opening number is by Darla which she tap dances and sings. The second includes Alfalfa singing off-key (as usually) with Mickey, Leonard, Spanky, and Buckwheat about ""How dry I am!"" (I believe they sing that to make Froggy thirsty. It also made me laugh.). The closing number includes boys and girls all dressed up in an old fashion way. This was Waldo's last Our Gang short. A grand musical short that is a pure 10 out of 10.",pos
80,"Maybe the target audience of this Disney Channel TV-movie will be pleased with it, but if any parents are watching along with the youngsters, they will clearly see that ""cranked out"" is written all over this production. Obviously it was no one's dream to make this movie, but rather, this was concocted in a board room somewhere, then produced with cold efficiency. There is some talent among the cast, but actors like Dabney Coleman and Jay Thomas don't get much of a chance to showcase their talent. The impossibly cute Elisabeth Harnois is engaging as the First Daughter, but Will Friedle is stuck once again playing another dumb character, though he's not nearly as moronic and annoying as in his ""Boy Meets World"" role. The background for this movie is Washington, D.C. and the White House, but there is no real ""presidential"" feel to the film and the Secret Service is made out to be little better than the Keystone Kops when it come to doing their duty. The Disney Channel presents a lot of original TV-movies and most of them are better than this.",neg
81,"I rented this obscure aussie relic a few years ago to show at a friend`s place and it was an instant success.The classic tale of the wizard of oz with a decidedly cornball 70`s australian twist.The acting isn`t exactly shakespeare society stuff here,but later ,""Mad max""star Bruce Spence is a beautifully understated surfie/scarecrow and there are some wonderfull comic turns by Gary Wadell and Robin Ramsay as a deliciously 70`s camp fairy godmother/father character.Also note the musical contribution from ex-Daddy Cool frontman Ross Wilson on the title song.In a similar vein to later-day aussie comedies such as ""Priscilla queen of the desert"".Good fun.",pos
82,"In the year 2000 (keep in mind, this is two years ago, not four), two men had the motivation to create the most miraculous piece of art on this side of the Mississippi.<br /><br />Thanks to Jere Cunningham and Tom Flynn, the world can now enjoy Second String, a delicious TV movie depicting a tale of a rag-tag gang of second stringers (thus the title) who are thrust into the position of starters due to an order of bad oysters.<br /><br />Because of the motivational direction of both the director Robert Lieberman and the Buffalo Bills' last minute QB, Dan ""Give 'em hell"" Heller (portrayed by Canadian actor, Gil Bellows) the oft Super Bowl snake-bitten Bills find themselves in the ultimate position.<br /><br />With an intriguing mix of internal and external conflict, a love story, comraderie that only the fine sport of football can bring, and an overall theory that the underdog can compete, Second String is an excellent movie worthy of viewing every possible moment that it appears on TNT.<br /><br />The only thing potentially bad about this production is the spelling of the Costume Designer's first name, Jenifur Jarvis.<br /><br />",pos
83,"Not everything is said in this excellent first feature from Céline Sciamma. The friendship, the ""wanting to fit in"", the first sexual feelings... All this and much more is sublimated through the underwater synchro swimming scenes.<br /><br />All three girls in the movie try to find and express their personality in a very different way. It is a much less violent approach to the understanding of the teenage years compared to, say, ""Thirteen"", but a very worthwhile trip nonetheless.<br /><br />A must see, and please leave all American cinematographic preconceptions at he door. The soundtrack is A+ by the way.<br /><br />Bon cinéma !",pos
84,"I don't know if it was the directors intent to make sure the sky was almost always sunny and beautiful in this film. Perhaps that is the romantic image many Americans have of the time this film is set, as it is in the middle of the War, Macy has returned from the war (His neighbor asks ""Hey, is it true you got a Fritz over there?"") and is trying to get on with his life but one day he gets a new pair of glasses (hence the name) and sees things clearly as the surrounding situation reveals itself to be one of rabid anti-semitism, and Macy and Dern could wrapped up in it. Funny how neither is Jewish in this film but the accusation is made. Also it is historically accurate, as the labor union Democrats of this time wrapped themselves in the flags of America and God. Macy is continually pestered to come to the ""meeting"". His presence brings unexpected results.<br /><br />Applying this time frame to today is a study in contrast. In 2005, has undergone a complete reversal, with average citizens who have taken patriotism and religion as their unifier supporting the Republican Party and viewing organized labor as part of left-wing 'unpatriotic' America.<br /><br />A great picture to watch, if you care to see the friendly, timid and meek Macy (played beautifully by him) get caught in the carnage of race and hate in the mid 40's in NYC.<br /><br />A tough, emotionally charged film.",pos
85,"Oh dear god. This was horrible. There is bad, then there was this. This movie makes no sense at all. It runs all over the map and isn't clear about what its saying at all. The music seemed like it was trying to be like Batman. The fact that 'Edison' isn't a real city, takes away. Since I live in Vancouver, watching this movie and recognizing all these places made it unbearable. Why didn't they make it a real city? The only writing that was decent was'Tilman' in which John Heard did a fantastic job. He was the only actor who played his role realistically and not over the top and campy. It was actually a shame to see John Heard play such a great bad guy with a lot of screen time, and the movie be a washout. Too bad. Hopefully someone important will see it, and at least give John Heard credit where credit is due, and hire him as lead bad guy again, which is where he should be. on the A List.",neg
86,"I am Puerto Rican and this is one of the worst documentary of I've ever seen of any type. You can see that the people on it are clueless. They don't know much about Puerto Rico and its culture. They claim to be Puerto Rican because they are from Puerto Rican descendants, but they probably know less than others who are not from there. You can see while they are talking that they are contradicting themselves. If you would like to see a real, and I mean a real, genuine documentary from Puerto Rico, then you must see ""Mi Puerto Rico"". That's a serious, real documentary. Not like this piece of junk. Rosie Perez based this documentary on herself. I thought it was suppose to be about Puerto Ricans. They keep repeating I didn't know. Well, that's about the only thing they got right on this so called documentary. I hate to see such a piece of garbage being done using the name of the Island. It brings down the standards.",neg
87,"So, this is the WORST movie you will probably ever see. It's up there with ""Crossbones"" and ""Southern Comfort"", but if your a bad movie fan like I am, this atrocity of a film will be the most fun you've had in years. WHY does the camera make old-school kung fu noises when it zooms? WHY does that random guy stuff a nascar commemorative plate in his bag? And who is he anyway? WHY do the vampires shoot lightning after they die? What is this? Highlander? Dracula McCloud? Who cares! Just laugh at it. This movie has no continuity, no plot, no anything, really. Ron Hall's range of emotions are always off. He looks happy when he should be sad, angry when he should be confused. The rest of the cast couldn't act their way out of a paper bag. The special (""Short bus"" kinda special) effects are randomly placed, and never needed. Most scenes are lit with a desk lamp, if they are lit at all. Mel Novak has the AUDACITY to look off-camera for his line, and it's not even edited out. They just keep on filming. In fact, half of this movie isn't even on film at all. It's 1/2 film, 1/2 sony hand-cam. For most of the film it seems that they left their boom mike at home. This movie doesn't just have a few plot holes, it's a mine field of confusion and mental pain! But OH do I love it! Thank you Ron Hall, for this cinematic abomination. I went out and bought it, cause it's just so damn funny. ($1.99 on Amazon, and I had it rush delivered!)<br /><br />""I have weapons! I have weapons! I have WEAPONS!""",neg
88,"I was hoping that this film was going to be at least watchable. The plot was weak to say the least. I was expecting a lot more considering the cast line up (I wonder if any of them will include this on their CVs?). At least I didn't pay to rent it. The best part of the film is definitely Dani Behr, but the rest of the film is complete and utter PANTS.",neg
89,"Eve is an eye opener, because of the great sceneries and the tech-no music in the backgrounds, we hear. This movie shows a good aspect on the human body being God's creation and to considerate about it, viewers can earn better respect on the legendary story of Adam and Eve (either if it's true or just a fairy tale, depending on what we believe) from watching this movie. Actress/model Inger Ebeltoft's impersonation of Eve is so good, there's no good word to describe her performance, and I can't imagine having another actress being Eve. This movie to me, comes in really handy for the type of therapy of stress relief. We'd never fell so relax then before from watching this movie. This movie is a masterpiece, God supposedly wanted this movie to be made in the first place!<br /><br />Mr. Razbin!",pos
90,"I loved this movie. I totally disagree with some (negative) critiques that I've read over the years. This was a great vehicle for Eddie Murphy! He appeared to have a great time with his part as Chandler Jarrell and he should never care about what the critics say, if he had fun doing it  and most of his audience enjoyed it! And, it WAS fun to watch as it combined some great fantasy tension with Mr. Murphy's great comedic style. You have to keep in mind that 'Golden Child' is a 'fantasy' film  just an imaginative work of magic and wonder amidst the 'real' world. During the time this film was released, I was working in a video rental store. This was one of the most popular with all our customers. Every single time, we put this one up on our monitor, ALL the copies we had went out fast with wait-list requests that kept it on the queue for months! Everyone who rented it loved it! I was the resident film critic and all my regular customers would ask my opinion before they rented  this was one of my favorites and I knew the taste of my customers so I highly recommended this one to most of them. I really feel that this film is a Sleeper  it may not have done too well at the box office  due to very poor marketing  but it hit a high in the video rental and purchase market later! (YES, I did buy this film for my own video library!). I adored the little boy who played the 'Golden Child'  J. L. Reate - but after looking at his profile in IMDb, I noticed that he never did any more films. That is sad, because he definitely had an on-screen aura and could have continued with a film career. I also adored Victor Wong, who played the Old Man (I LOVED him in his part as 'Egg Shen' in 'Big Trouble in Little China' - 1986). At any rate, this was a great film. The only drawbacks that didn't seem to fit with the theme were some of the parts that got a bit more 'adult' in nature  such as 'Chandler's rather sexual remarks about the serpent lady that was presented to him as a silhouette. It was funny, but it still was out of sync. OK, so there were a few suggestive gratuitous scenes  those were put in for the mind-set of the day perhaps. This was still an adventurous and escapist type of film which we do need today to get away from all the hard core reality and depressing fluff that we are hit with from Hollywood. Now that's Entertainment!",pos
91,"I always said that the animated Batman movies were much better than the live action films.<br /><br />I've seen all of the animated films, but out of the bunch, this is the poorest, and it's rather disappointing.<br /><br />""Mask of the Phantasm"" would rank as the best, then ""World's Finest"", then ""Sub Zero"", then ""Return of the Joker"", and finally this ranks last.<br /><br />In this newest animated movie, there's a mysterious new batgirl in Gotham and Batman is intent on discovering whether she's friend or foe as she sets out on a quest for vengeance.<br /><br />But as Bruce gets involved with three young women, he begins investigating them and discovers who is the new batgirl.<br /><br />The tone in this film is unusually light considering most of the films are grim and bleak, which was rather disappointing. Bruce acts strangely out of character most of the time, the villains are re-used from the last films, and while the action scenes are exciting, they're really nothing new. It also lacks the dramatic impact the other films have, especially that of ""Sub-Zero"" which was heavy in drama and character development.<br /><br />Everything in the film feels pretty recycled and the supporting characters are charming but no one is actually worth rooting for.<br /><br />All the while, I really enjoyed this, I had a blast, and the identity of the new batgirl is surprising, but this wasn't as exciting as I'd hoped.<br /><br />(**half out of ****)",pos
92,"Just bought the VHS on this film for two bucks, Did I waste my money! Hey, I dig Adam ""Batman"" West and Tina ""Giligan's Island"" Louise, but hello! This third rate production is a rehash of a dozen other biker films; crazed bunch of bikers psychos ride into a hick town, beat up everybody and everything, and then are defeated in the man by a dashing hero. Adam West looks the part as a hero, but he's missing cape, and his Batman uniform. Sorry, just isn't the same. Tina L. looks really nervous and frightened the whole show, but at least we know what happened to ""Ginger"" once she was rescued from the island...LOL! The bikers are a motley group, and known of them ever acted again or at least shouldn't have. Hell Riders is Hell to Watch!",neg
93,"What can one say about any Wilder film other than they are the most human and real stories about people and what drives them, bugs them,haunts them. Billy created pictures like paintings that stand forever reflecting the human condition. He paints the good and the bad in all of us. He also paints with love. I can't imagine anyone having a list of greatest films without a Wilder film on it. They will last because they are true. I first saw this movie on TV in the 60s when I was a kid and I had to leave the room because I felt tears welling up in me and was embarrassed. Now I'm an old man and I still feel the tears welling but don't leave the room. I knew these people and loved them and grew up around them. Billy preserved them in this film and not in a 'greatest generation' way but in a most realistic way that preserved the power of the human spirit.",pos
94,"Let's get one thing straight; This was BAD! So Putrid that it doesn't even qualify to be imprinted on anyone's memories.<br /><br />The ever repeating storyline (who's constant recycling of not only jokes but story lines and character appearances.) A typical storyline goes as follows; Sue (the mother) opens the episode quoting on how she loves her baby son but smells awful (As if THAT doesn't get old! har-de-bloody-har!), some Australian quasi-nationalist ""bogan"" -look it up- appears to say how she thinks she's awesome because she's an ozzie while everything/everyone else that isn't sucks before disappearing for the rest of the episode. (a small mercy)<br /><br />The rest of the plot revolves around the father (Gary) getting in some kind of disagreement with Sue and him talking to members of his band for advice on how to sort it out.<br /><br />The phrase ""words fail me"" is an old one but this is where it is the most truthful thing to say. It is so incredibly BAD! So HORRIBLE, that I would like every trace of it's existence sent to the lowest depths of the North sea and life can go on.<br /><br />It saddens me though, to see someone as good as Sally Bretton (good actress, I like her) make a prat out of herself, Ardal O Hanlon (My Hero aside) has the ability to be pretty funny - but not here - and Ben Elton, distinguished for so much good stuff somehow manages to come up with this...thing then comedy is in very serious trouble!",neg
95,"After a long wait, ""Bedrooms and Hallways"" made it to Perth cinemas - not a commercial one mind you - and I thought it was fun, honest and took a swipe at those 'tribal scream' groups running around trying to find meaning in rocks and 'what's behind my eyes'. It is playing to full houses over here because it tells a story, has terrific acting and says something about the human condition.",pos
96,"This film was terrible. I thought it would be OK but it just got worse and worse. From the starting scenes it seems to be heading in the direction of another safe predictable rom-com, but the moment he arrives at the house it just disintegrates. None of the characters have any depth and the only person who was anywhere near believable was Tom, although the way he became so easily distracted just annoyed me after a while. The dialogue is ridiculous and the structure of the film almost completely non-existent. In an insulting attempt at comedy the writer/director introduces a new character or event in practically every scene, none of which are realistic, making it very confusing to keep track of what is going on. The plot is barely an excuse for a movie : guy likes girl, house sits fathers home to get to know girl, destroys house, gets girl. A complete waste of time.",neg
97,"An Insomniac's Nightmare was an incredibly interesting, well-made film. I loved the way it just throws you into the main character's subconscious without coddling the viewer...the acting was top notch - honestly, I would watch Dominic Monaghan read the phone book! - but everyone else, especially the young girl, was great as well. I was very impressed by the look of the film, too. Usually, ""independent films"" have a grainy, I-shot-this-on-my-camcorder look to them, but this director knows what she's doing. The lighting, the cinematography...quality work. I'm looking forward to a feature-length work from Tess Nanavati!",pos
98,"The make -or-break of a love story for me is whether or not I like the characters and also if they click with each other. Matt is pretty unlikeable: aloof, braggart, seemingly lazy, and a misogynist. He's been hurt badly by his dysfunctional mom and this makes him a little easier to take. I guess I liked the details of his dysfunction--he was believable. He overcompensates by bragging that he'l nail Amy. He acts so cool around Amy that he strikes out twice. When they do talk he can't show her who he really is. She empathizes and then stonewalls him at just the right moments. She seems so mature and strong that the traits of hers that come out later didn't seem to fit. (For me.) I found her to be incredibly sexy and pretty, . . . girl next door pretty, I call it. So I was going to like this movie unless it really screwed up.<br /><br />Funny things happen with the coach, but Matt's relationship with the other coach was inspiring. The football scenes at the end were perplexing. Matt doesn't carry the ball but seems to be a blocking back. Folks, he isn't the right size! He's fifty pounds too light for that position. But I thought his acting was skilled. I measure that by the way I wanted to wring his neck a couple of times during his scenes with Meredith Monroe. The film was all right. Meredith M was better than all right.",pos
99,"The filmmakers neglected to connect the dots--that is, the sequence of events and choices that led from Charlie Wilson and the anti-Soviet mujaheddin to Al Qaeda and Osama Bin Laden and eventually to 9/11. The filmmakers of course neglect to tell us the back-story--why were the Soviets in Afghanistan?--but that omission pales in comparison to their failure to reveal that support for Islamicist extremists in Afghanistan in the name of rabid anti-communism ultimately strengthened the hand of anti-western forces and was a big contributing factor to the mess that we find ourselves in today (9/11, terrorist networks, a prolonged ground war in Afghanistan, etc.). Because these consequences are not spelled out, the movie leaves the viewer feeling sympathetic to Mr. Wilson (hey, check out his latest projects on the Internet) instead of seeing him as an individual whose actions were contrary to the best interests of his country and the West as a whole.",neg
100,"this is the 1990's TV show,not the movie from 1979.it looks to be three episodes totaling just under 90 minutes.before watching,i thought it was one of the movie versions,and i noticed right away,it had a TV show Feel to it.i didn't care for it too much.i just felt the story wasn't there,and there wasn't much in the way of excitement or drama.i was looking at the time elapsed on my DVD player frequently,as i was really bored.i also thought some of the dialogue was,to put it politely,not good.plus, i thought the acting left a lot to be desired. but that's just me however,it is good clean,wholesome family entertainment.there's certainly nothing offensive here.kids will likely enjoy it.for me,The Black Stallion is 4/10",neg
101,"Bug Juice changed my life. I Know it sounds strange, odd , weird. But it did. I am from England, Bug Juice never aired there but five years ago i went on vacation with my family and saw it on the Disney channel. Once i saw this TV series I was hooked I wanted to go.It took a lot of convincing to my parents to allow my brother and I to go to Waziyatah. I have been going since i was 12 and it was my forth year this summer. If you are a teenager reading this come to this camp it changes your life. you make life long friends at wazi. It doesn't matter who you are or if someone at home doesn't like you everyone likes you at camp. You have so much fun. If you want to have a look go on to www.wazi.com and check it out for yourself. It is so much fun I Love it there It is my Home Away from Home",pos
102,"Due to rather dubious plate tectonics, Japan starts to slip under the sea. Initial predictions say it'll take about 40 years before the country is submerged, but a rogue scientist adds in some even more dubious science and determines it will actually take less than 1 year! The government think he's a crackpot, but evidence soon starts bearing his theory out.<br /><br />This big budget disaster movie follows the formula set by any number of Hollywood films of the late 90's (I assume, having seen none of them), with the scale of disaster and tragedy bringing out the nobility of the human (well, Japanese) spirit in acts of heroism and sacrifice, and proving the power of love or something like that. i.e. it's as naive in its psychology as it's geology... we all know that half the populace would be out raping and looting the minute they thought the police had their back turned, and the other half would just panic and be useless.<br /><br />The film does have some very nice special effects, but is not as slick or expensive looking as an equivalent Hollywood production would be. It is at least as nationalistic, humourless and lacking in self-awareness as that Hollywood film would be though, and probably has even worse acting. It does have the hot evil chick from Battle Royale as one of the leads... but she's not even slightly evil, and is therefore much less hot.<br /><br />The film is much too long at 132 minutes, and gets worse and worse as it progresses towards a conclusion that had me in danger of puking. I certainly didn't care in the slightest whether Japan sank or not by the half way point, and well before the end I was trying to think of ways to expedite the process should I ever find myself in that situation for real.<br /><br />But, it does have nice special effects, and Kou Shibasaki is still pretty hot, so I magnanimously give it... 3/10.",neg
103,"this is an excellent movie i have been watching it since i was 6yrs old with my big sister. it is the type of movie that u can watch over and over again and still laugh, smile, and cry every time with out ever getting bored of it like other movie's. it is a movie that will live on forever through generations of family. i love it :) when ranking from 1-10 in my case i would rate it easily 9.9 every time. <br /><br />Itis a film about the change of a girl (baby) and her first boy-friend (Johnny)their relationships within the family, the changes in baby's and Johnny's view of the world during their relationship.<br /><br />DIRTY DANCING WILL FOREVER LIVE ON AS A TIMLESS CLASSIC. thank-you sorry though for only the short comment.",pos
104,"i though this film was okay.i din't think it was great.it was a bit too slow for my taste.lots of drama,but not very much action until close to the end of the film.this movie was basically a dramatic film,with the payoff,if you can call it that,not until near the end.to me,the scenes of the dam bursting and the water flooding the town,were okay,but much too brief.the film itself is done okay,the acting is decent,but it just didn't do it for me,in the long run.think it had something to do with the fact that there was very little suspense or tension built through the whole movie.at least that's what i think.the other factor is that i had just recently watched '10.5' and its sequel '10.5:Apocalypse'.these are 2 big budget ""event movies,which,in my opinion, are a very hard act to follow,in terms of special effects and scenes of destruction.as a result,i have to rate Killer Flood:the Day the Damn Broke at 4/10",neg
105,"I watched this movie and the original Carlitos Way back to back. The difference between the two is disgusting. Now i know that people are going to say that the prequel was made on a small budget but that never had anything to do with a bad script. Now maybe it's just me, but i always thought that a prequel was made to go set up the other movie, starring key characters and maybe filling in a bit about life that we didn't know. Rise to Power is just a movie that has Carlito's name. There should have been at least a few characters from the original movie, the ending makes no sense in relation to the original. In the end of this movie he retires with his sweet heart but how the hell do we get him coming out of prison in the next movie? And his woman isn't even the same woman that he talks about as his only love in the original. I would say the movie is mildly entertaining in its self, with a few decent bits but it pales when held up to it's big brother. Don't lay awake at night waiting to see this, watch the original one more time if you really need a hit.",neg
106,"Your idol will deceive you in this movie. Stephen Nichols is mis-cast as a young german student still bending under his father's orders although the actor obviously looks near 40 years-old. This makes his relationship (a collection of copulation scenes, basically) to a very young looking girl all the more disturbing. The character's have no dimension and the war depiction serves only as a backdrop for this soft porn wannabe. Nichols, who is one of daytime TV's best performers shows no passion in what is to be the main interest of this movie: watching him have sex over and over with this girl. It's like watching two animals going at it. If you're a fan of this actor's talent in other projects, don't rent this for you will never view him in the same way. If, on the other hand, you want to see Stephen Nichols have an orgasm in front of the camera, you might like it: Stephen will show you his naked butt, lots of tongue work, his groaning range, but not his talent as this character who's obviously just as sex-driven and misjudging as he was for wanting to do such personal things in front of the camera. He may have found it kinky but I didn't - a BIG deception!",neg
107,"An unmarried woman named Stella (Bette Midler) gets pregnant by a wealthy man (Stephen Collins). He offers to marry her out of a sense of obligation but she turns him down flat and decides to raise the kid on her own. Things go OK until the child named Jenny (Trini Alvarado) becomes a teenager and things gradually (and predictably) become worse.<br /><br />I've seen both the silent version and sound version of ""Stella Dallas"". Neither one affected me much (and I cry easily) but they were well-made if dated. Trying to remake this in 1990 was just a stupid idea. I guess Midler had enough power after the incomprehensible success of ""Beaches"" to get this made. This (predictably) bombed. The story is laughable and dated by today's standards. Even though Midler and Alvarado give good performances this film really drags and I was bored silly by the end. Stephen Collins and Marsha Mason (both good actors) don't help in supporting roles. Flimsy and dull. Really--who thought this would work? See the 1937 Stanwyck version instead. I give this a 1.",neg
108,"I hate to admit it, but I didn't find it to be one of Hitchcock's best but nonetheless a riveting, climatic thriller. In a remake of Hitchock's 1934 movie of the same title, Dr. Ben McKenna (James Stewart)  the man who knows too much - and his wife Jo McKenna (Doris Day) are holidaying in Morocco with their son Hank (Christopher Oslen) when there is a case of mistaken identity and caught up in the web of an assassination plot. The conspirators go to extreme lengths to prevent them from interfering with their plot: kidnapping their beloved Hank.<br /><br />I found it surprising that Doris Day, who I usually associate with Rock Hudson comedies, was cast in a Hitchcock film. As I was watching it, I soon realized that this was more of a family film compared to Hitchcock's other works (example: Psycho) and she had singing ability needed to pull off ""Que Sera Sera"", which she did beautifully. She was well cast as herself and James Stewart had chemistry, which helped make the couple believable.<br /><br />In comparison to the great director's other works I believe this isn't as good, but it is still a exceedingly entertaining family thriller/mystery. There is also the added bonus of Que Sera Sera, which turned out to be a smash hit for Doris Day. Well directed, well acted. A fine film.",pos
109,"Before Last Call w/ Carson Daly, my local NBC affiliate aired much more worthwhile programming after Late Night w/ Conan such as second city TV, 3rd Rock From the Sun & Carline in the City reruns, and some stand up comedy. These days there is nothing worthwhile to watch because all I get to see is Carson Daly and his awful show. He is not a comedian, he is not an actor, he does not deserve to be famous because he isn't a good speaker nor comedian.<br /><br />On his June 21st show, he tried to use an internet meme called the ""Rickroll"" on his show. He failed hard. That event confirms that Carson Daly is awful.",neg
110,"It seems on the surface to be a romantic _planes, trains and automobiles_ but at times tried for something more, where it failed miserably. Some may like the nontraditional ending, but the attempts at ""deep insight"" into the world of marriage flopped around not really going anywhere.<br /><br />But if you were interested by the story, the movie tried other methods to distract you. The unnecessary special effects, of which the falling rain was the most obvious, served to do nothing but annoy. The camera-work is erratic at best.<br /><br />One note of caution, however. My movie experience as a whole was less than satisfying, sitting in the first row with a group of young'uns around...",neg
